state,county,NAME
27,073,"Lac qui Parle County, Minnesota"
42,069,"Lackawanna County, Pennsylvania"
29,105,"Laclede County, Missouri"
05,073,"Lafayette County, Arkansas"
12,067,"Lafayette County, Florida"
28,071,"Lafayette County, Mississippi"
29,107,"Lafayette County, Missouri"
55,065,"Lafayette County, Wisconsin"
22,055,"Lafayette Parish, Louisiana"
22,057,"Lafourche Parish, Louisiana"
72,079,"Lajas Municipio, Puerto Rico"
06,033,"Lake County, California"
08,065,"Lake County, Colorado"
12,069,"Lake County, Florida"
17,097,"Lake County, Illinois"
18,089,"Lake County, Indiana"
26,085,"Lake County, Michigan"
27,075,"Lake County, Minnesota"
30,047,"Lake County, Montana"
39,085,"Lake County, Ohio"
41,037,"Lake County, Oregon"
46,079,"Lake County, South Dakota"
47,095,"Lake County, Tennessee"
02,164,"Lake and Peninsula Borough, Alaska"
27,077,"Lake of the Woods County, Minnesota"
01,075,"Lamar County, Alabama"
13,171,"Lamar County, Georgia"
28,073,"Lamar County, Mississippi"
48,277,"Lamar County, Texas"
48,279,"Lamb County, Texas"
50,015,"Lamoille County, Vermont"
48,281,"Lampasas County, Texas"
31,109,"Lancaster County, Nebraska"
42,071,"Lancaster County, Pennsylvania"
45,057,"Lancaster County, South Carolina"
51,103,"Lancaster County, Virginia"
32,015,"Lander County, Nevada"
20,101,"Lane County, Kansas"
41,039,"Lane County, Oregon"
55,067,"Langlade County, Wisconsin"
13,173,"Lanier County, Georgia"
26,087,"Lapeer County, Michigan"
56,021,"Laramie County, Wyoming"
72,081,"Lares Municipio, Puerto Rico"
08,069,"Larimer County, Colorado"
21,123,"Larue County, Kentucky"
08,071,"Las Animas County, Colorado"
72,083,"Las Marías Municipio, Puerto Rico"
72,085,"Las Piedras Municipio, Puerto Rico"
06,035,"Lassen County, California"
16,057,"Latah County, Idaho"
40,077,"Latimer County, Oklahoma"
01,077,"Lauderdale County, Alabama"
28,075,"Lauderdale County, Mississippi"
47,097,"Lauderdale County, Tennessee"
21,125,"Laurel County, Kentucky"
13,175,"Laurens County, Georgia"
45,059,"Laurens County, South Carolina"
48,285,"Lavaca County, Texas"
01,079,"Lawrence County, Alabama"
05,075,"Lawrence County, Arkansas"
17,101,"Lawrence County, Illinois"
18,093,"Lawrence County, Indiana"
21,127,"Lawrence County, Kentucky"
28,077,"Lawrence County, Mississippi"
29,109,"Lawrence County, Missouri"
39,087,"Lawrence County, Ohio"
42,073,"Lawrence County, Pennsylvania"
46,081,"Lawrence County, South Dakota"
47,099,"Lawrence County, Tennessee"
40,079,"Le Flore County, Oklahoma"
27,079,"Le Sueur County, Minnesota"
35,025,"Lea County, New Mexico"
28,079,"Leake County, Mississippi"
20,103,"Leavenworth County, Kansas"
42,075,"Lebanon County, Pennsylvania"
01,081,"Lee County, Alabama"
05,077,"Lee County, Arkansas"
12,071,"Lee County, Florida"
13,177,"Lee County, Georgia"
17,103,"Lee County, Illinois"
19,111,"Lee County, Iowa"
21,129,"Lee County, Kentucky"
28,081,"Lee County, Mississippi"
37,105,"Lee County, North Carolina"
45,061,"Lee County, South Carolina"
48,287,"Lee County, Texas"
51,105,"Lee County, Virginia"
26,089,"Leelanau County, Michigan"
28,083,"Leflore County, Mississippi"
42,077,"Lehigh County, Pennsylvania"
16,059,"Lemhi County, Idaho"
26,091,"Lenawee County, Michigan"
37,107,"Lenoir County, North Carolina"
12,073,"Leon County, Florida"
48,289,"Leon County, Texas"
21,131,"Leslie County, Kentucky"
21,133,"Letcher County, Kentucky"
12,075,"Levy County, Florida"
16,061,"Lewis County, Idaho"
21,135,"Lewis County, Kentucky"
29,111,"Lewis County, Missouri"
36,049,"Lewis County, New York"
47,101,"Lewis County, Tennessee"
53,041,"Lewis County, Washington"
54,041,"Lewis County, West Virginia"
30,049,"Lewis and Clark County, Montana"
45,063,"Lexington County, South Carolina"
51,678,"Lexington city, Virginia"
12,077,"Liberty County, Florida"
13,179,"Liberty County, Georgia"
30,051,"Liberty County, Montana"
48,291,"Liberty County, Texas"
39,089,"Licking County, Ohio"
01,083,"Limestone County, Alabama"
48,293,"Limestone County, Texas"
05,079,"Lincoln County, Arkansas"
08,073,"Lincoln County, Colorado"
13,181,"Lincoln County, Georgia"
16,063,"Lincoln County, Idaho"
20,105,"Lincoln County, Kansas"
21,137,"Lincoln County, Kentucky"
23,015,"Lincoln County, Maine"
27,081,"Lincoln County, Minnesota"
28,085,"Lincoln County, Mississippi"
29,113,"Lincoln County, Missouri"
30,053,"Lincoln County, Montana"
31,111,"Lincoln County, Nebraska"
32,017,"Lincoln County, Nevada"
35,027,"Lincoln County, New Mexico"
37,109,"Lincoln County, North Carolina"
40,081,"Lincoln County, Oklahoma"
41,041,"Lincoln County, Oregon"
46,083,"Lincoln County, South Dakota"
47,103,"Lincoln County, Tennessee"
53,043,"Lincoln County, Washington"
54,043,"Lincoln County, West Virginia"
55,069,"Lincoln County, Wisconsin"
56,023,"Lincoln County, Wyoming"
22,061,"Lincoln Parish, Louisiana"
19,113,"Linn County, Iowa"
20,107,"Linn County, Kansas"
29,115,"Linn County, Missouri"
41,043,"Linn County, Oregon"
48,295,"Lipscomb County, Texas"
09,005,"Litchfield County, Connecticut"
05,081,"Little River County, Arkansas"
48,297,"Live Oak County, Texas"
17,105,"Livingston County, Illinois"
21,139,"Livingston County, Kentucky"
26,093,"Livingston County, Michigan"
29,117,"Livingston County, Missouri"
36,051,"Livingston County, New York"
22,063,"Livingston Parish, Louisiana"
48,299,"Llano County, Texas"
05,083,"Logan County, Arkansas"
08,075,"Logan County, Colorado"
17,107,"Logan County, Illinois"
20,109,"Logan County, Kansas"
21,141,"Logan County, Kentucky"
31,113,"Logan County, Nebraska"
38,047,"Logan County, North Dakota"
39,091,"Logan County, Ohio"
40,083,"Logan County, Oklahoma"
54,045,"Logan County, West Virginia"
13,183,"Long County, Georgia"
05,085,"Lonoke County, Arkansas"
39,093,"Lorain County, Ohio"
35,028,"Los Alamos County, New Mexico"
06,037,"Los Angeles County, California"
47,105,"Loudon County, Tennessee"
51,107,"Loudoun County, Virginia"
19,115,"Louisa County, Iowa"
51,109,"Louisa County, Virginia"
31,115,"Loup County, Nebraska"
40,085,"Love County, Oklahoma"
48,301,"Loving County, Texas"
01,085,"Lowndes County, Alabama"
13,185,"Lowndes County, Georgia"
28,087,"Lowndes County, Mississippi"
72,087,"Loíza Municipio, Puerto Rico"
48,303,"Lubbock County, Texas"
19,117,"Lucas County, Iowa"
39,095,"Lucas County, Ohio"
26,095,"Luce County, Michigan"
13,187,"Lumpkin County, Georgia"
35,029,"Luna County, New Mexico"
51,111,"Lunenburg County, Virginia"
72,089,"Luquillo Municipio, Puerto Rico"
42,079,"Luzerne County, Pennsylvania"
42,081,"Lycoming County, Pennsylvania"
46,085,"Lyman County, South Dakota"
51,680,"Lynchburg city, Virginia"
48,305,"Lynn County, Texas"
19,119,"Lyon County, Iowa"
20,111,"Lyon County, Kansas"
21,143,"Lyon County, Kentucky"
27,083,"Lyon County, Minnesota"
32,019,"Lyon County, Nevada"
26,097,"Mackinac County, Michigan"
26,099,"Macomb County, Michigan"
01,087,"Macon County, Alabama"
13,193,"Macon County, Georgia"
17,115,"Macon County, Illinois"
29,121,"Macon County, Missouri"
37,113,"Macon County, North Carolina"
47,111,"Macon County, Tennessee"
17,117,"Macoupin County, Illinois"
06,039,"Madera County, California"
01,089,"Madison County, Alabama"
05,087,"Madison County, Arkansas"
12,079,"Madison County, Florida"
13,195,"Madison County, Georgia"
16,065,"Madison County, Idaho"
17,119,"Madison County, Illinois"
18,095,"Madison County, Indiana"
19,121,"Madison County, Iowa"
21,151,"Madison County, Kentucky"
28,089,"Madison County, Mississippi"
29,123,"Madison County, Missouri"
30,057,"Madison County, Montana"
31,119,"Madison County, Nebraska"
36,053,"Madison County, New York"
37,115,"Madison County, North Carolina"
39,097,"Madison County, Ohio"
47,113,"Madison County, Tennessee"
48,313,"Madison County, Texas"
51,113,"Madison County, Virginia"
22,065,"Madison Parish, Louisiana"
21,153,"Magoffin County, Kentucky"
19,123,"Mahaska County, Iowa"
27,087,"Mahnomen County, Minnesota"
39,099,"Mahoning County, Ohio"
40,093,"Major County, Oklahoma"
41,045,"Malheur County, Oregon"
51,685,"Manassas Park city, Virginia"
51,683,"Manassas city, Virginia"
12,081,"Manatee County, Florida"
72,091,"Manatí Municipio, Puerto Rico"
26,101,"Manistee County, Michigan"
55,071,"Manitowoc County, Wisconsin"
55,073,"Marathon County, Wisconsin"
01,091,"Marengo County, Alabama"
72,093,"Maricao Municipio, Puerto Rico"
04,013,"Maricopa County, Arizona"
29,125,"Maries County, Missouri"
06,041,"Marin County, California"
55,075,"Marinette County, Wisconsin"
01,093,"Marion County, Alabama"
05,089,"Marion County, Arkansas"
12,083,"Marion County, Florida"
13,197,"Marion County, Georgia"
17,121,"Marion County, Illinois"
18,097,"Marion County, Indiana"
19,125,"Marion County, Iowa"
20,115,"Marion County, Kansas"
21,155,"Marion County, Kentucky"
28,091,"Marion County, Mississippi"
29,127,"Marion County, Missouri"
39,101,"Marion County, Ohio"
41,047,"Marion County, Oregon"
45,067,"Marion County, South Carolina"
47,115,"Marion County, Tennessee"
48,315,"Marion County, Texas"
54,049,"Marion County, West Virginia"
06,043,"Mariposa County, California"
45,069,"Marlboro County, South Carolina"
26,103,"Marquette County, Michigan"
55,077,"Marquette County, Wisconsin"
01,095,"Marshall County, Alabama"
17,123,"Marshall County, Illinois"
18,099,"Marshall County, Indiana"
19,127,"Marshall County, Iowa"
20,117,"Marshall County, Kansas"
21,157,"Marshall County, Kentucky"
27,089,"Marshall County, Minnesota"
28,093,"Marshall County, Mississippi"
40,095,"Marshall County, Oklahoma"
46,091,"Marshall County, South Dakota"
47,117,"Marshall County, Tennessee"
54,051,"Marshall County, West Virginia"
12,085,"Martin County, Florida"
18,101,"Martin County, Indiana"
21,159,"Martin County, Kentucky"
27,091,"Martin County, Minnesota"
37,117,"Martin County, North Carolina"
48,317,"Martin County, Texas"
51,690,"Martinsville city, Virginia"
17,125,"Mason County, Illinois"
21,161,"Mason County, Kentucky"
26,105,"Mason County, Michigan"
48,319,"Mason County, Texas"
53,045,"Mason County, Washington"
54,053,"Mason County, West Virginia"
17,127,"Massac County, Illinois"
48,321,"Matagorda County, Texas"
02,170,"Matanuska-Susitna Borough, Alaska"
51,115,"Mathews County, Virginia"
15,009,"Maui County, Hawaii"
72,095,"Maunabo Municipio, Puerto Rico"
47,119,"Maury County, Tennessee"
48,323,"Maverick County, Texas"
72,097,"Mayagüez Municipio, Puerto Rico"
40,097,"Mayes County, Oklahoma"
40,087,"McClain County, Oklahoma"
30,055,"McCone County, Montana"
46,087,"McCook County, South Dakota"
45,065,"McCormick County, South Carolina"
21,145,"McCracken County, Kentucky"
21,147,"McCreary County, Kentucky"
48,307,"McCulloch County, Texas"
40,089,"McCurtain County, Oklahoma"
29,119,"McDonald County, Missouri"
17,109,"McDonough County, Illinois"
37,111,"McDowell County, North Carolina"
54,047,"McDowell County, West Virginia"
13,189,"McDuffie County, Georgia"
17,111,"McHenry County, Illinois"
38,049,"McHenry County, North Dakota"
13,191,"McIntosh County, Georgia"
38,051,"McIntosh County, North Dakota"
40,091,"McIntosh County, Oklahoma"
42,083,"McKean County, Pennsylvania"
38,053,"McKenzie County, North Dakota"
35,031,"McKinley County, New Mexico"
17,113,"McLean County, Illinois"
21,149,"McLean County, Kentucky"
38,055,"McLean County, North Dakota"
48,309,"McLennan County, Texas"
27,085,"McLeod County, Minnesota"
47,107,"McMinn County, Tennessee"
48,311,"McMullen County, Texas"
47,109,"McNairy County, Tennessee"
20,113,"McPherson County, Kansas"
31,117,"McPherson County, Nebraska"
46,089,"McPherson County, South Dakota"
20,119,"Meade County, Kansas"
21,163,"Meade County, Kentucky"
46,093,"Meade County, South Dakota"
30,059,"Meagher County, Montana"
37,119,"Mecklenburg County, North Carolina"
51,117,"Mecklenburg County, Virginia"
26,107,"Mecosta County, Michigan"
39,103,"Medina County, Ohio"
48,325,"Medina County, Texas"
27,093,"Meeker County, Minnesota"
39,105,"Meigs County, Ohio"
47,121,"Meigs County, Tennessee"
46,095,"Mellette County, South Dakota"
17,129,"Menard County, Illinois"
48,327,"Menard County, Texas"
06,045,"Mendocino County, California"
21,165,"Menifee County, Kentucky"
26,109,"Menominee County, Michigan"
55,078,"Menominee County, Wisconsin"
06,047,"Merced County, California"
17,131,"Mercer County, Illinois"
21,167,"Mercer County, Kentucky"
29,129,"Mercer County, Missouri"
34,021,"Mercer County, New Jersey"
38,057,"Mercer County, North Dakota"
39,107,"Mercer County, Ohio"
42,085,"Mercer County, Pennsylvania"
54,055,"Mercer County, West Virginia"
13,199,"Meriwether County, Georgia"
31,121,"Merrick County, Nebraska"
33,013,"Merrimack County, New Hampshire"
08,077,"Mesa County, Colorado"
21,169,"Metcalfe County, Kentucky"
18,103,"Miami County, Indiana"
20,121,"Miami County, Kansas"
39,109,"Miami County, Ohio"
12,086,"Miami-Dade County, Florida"
09,007,"Middlesex County, Connecticut"
25,017,"Middlesex County, Massachusetts"
34,023,"Middlesex County, New Jersey"
51,119,"Middlesex County, Virginia"
26,111,"Midland County, Michigan"
48,329,"Midland County, Texas"
42,087,"Mifflin County, Pennsylvania"
48,331,"Milam County, Texas"
49,027,"Millard County, Utah"
27,095,"Mille Lacs County, Minnesota"
05,091,"Miller County, Arkansas"
13,201,"Miller County, Georgia"
29,131,"Miller County, Missouri"
19,129,"Mills County, Iowa"
48,333,"Mills County, Texas"
55,079,"Milwaukee County, Wisconsin"
46,097,"Miner County, South Dakota"
08,079,"Mineral County, Colorado"
30,061,"Mineral County, Montana"
32,021,"Mineral County, Nevada"
54,057,"Mineral County, West Virginia"
54,059,"Mingo County, West Virginia"
16,067,"Minidoka County, Idaho"
46,099,"Minnehaha County, South Dakota"
26,113,"Missaukee County, Michigan"
05,093,"Mississippi County, Arkansas"
29,133,"Mississippi County, Missouri"
30,063,"Missoula County, Montana"
13,205,"Mitchell County, Georgia"
19,131,"Mitchell County, Iowa"
20,123,"Mitchell County, Kansas"
37,121,"Mitchell County, North Carolina"
48,335,"Mitchell County, Texas"
01,097,"Mobile County, Alabama"
72,099,"Moca Municipio, Puerto Rico"
06,049,"Modoc County, California"
08,081,"Moffat County, Colorado"
04,015,"Mohave County, Arizona"
29,135,"Moniteau County, Missouri"
34,025,"Monmouth County, New Jersey"
06,051,"Mono County, California"
19,133,"Monona County, Iowa"
54,061,"Monongalia County, West Virginia"
01,099,"Monroe County, Alabama"
05,095,"Monroe County, Arkansas"
12,087,"Monroe County, Florida"
13,207,"Monroe County, Georgia"
17,133,"Monroe County, Illinois"
18,105,"Monroe County, Indiana"
19,135,"Monroe County, Iowa"
21,171,"Monroe County, Kentucky"
26,115,"Monroe County, Michigan"
28,095,"Monroe County, Mississippi"
29,137,"Monroe County, Missouri"
36,055,"Monroe County, New York"
39,111,"Monroe County, Ohio"
42,089,"Monroe County, Pennsylvania"
47,123,"Monroe County, Tennessee"
54,063,"Monroe County, West Virginia"
55,081,"Monroe County, Wisconsin"
48,337,"Montague County, Texas"
26,117,"Montcalm County, Michigan"
06,053,"Monterey County, California"
08,083,"Montezuma County, Colorado"
01,101,"Montgomery County, Alabama"
05,097,"Montgomery County, Arkansas"
13,209,"Montgomery County, Georgia"
17,135,"Montgomery County, Illinois"
18,107,"Montgomery County, Indiana"
19,137,"Montgomery County, Iowa"
20,125,"Montgomery County, Kansas"
21,173,"Montgomery County, Kentucky"
24,031,"Montgomery County, Maryland"
28,097,"Montgomery County, Mississippi"
29,139,"Montgomery County, Missouri"
36,057,"Montgomery County, New York"
37,123,"Montgomery County, North Carolina"
39,113,"Montgomery County, Ohio"
42,091,"Montgomery County, Pennsylvania"
47,125,"Montgomery County, Tennessee"
48,339,"Montgomery County, Texas"
51,121,"Montgomery County, Virginia"
26,119,"Montmorency County, Michigan"
42,093,"Montour County, Pennsylvania"
08,085,"Montrose County, Colorado"
46,101,"Moody County, South Dakota"
37,125,"Moore County, North Carolina"
47,127,"Moore County, Tennessee"
48,341,"Moore County, Texas"
35,033,"Mora County, New Mexico"
22,067,"Morehouse Parish, Louisiana"
01,103,"Morgan County, Alabama"
08,087,"Morgan County, Colorado"
13,211,"Morgan County, Georgia"
17,137,"Morgan County, Illinois"
18,109,"Morgan County, Indiana"
21,175,"Morgan County, Kentucky"
29,141,"Morgan County, Missouri"
39,115,"Morgan County, Ohio"
47,129,"Morgan County, Tennessee"
49,029,"Morgan County, Utah"
54,065,"Morgan County, West Virginia"
72,101,"Morovis Municipio, Puerto Rico"
31,123,"Morrill County, Nebraska"
20,127,"Morris County, Kansas"
34,027,"Morris County, New Jersey"
48,343,"Morris County, Texas"
27,097,"Morrison County, Minnesota"
39,117,"Morrow County, Ohio"
41,049,"Morrow County, Oregon"
20,129,"Morton County, Kansas"
38,059,"Morton County, North Dakota"
48,345,"Motley County, Texas"
17,139,"Moultrie County, Illinois"
38,061,"Mountrail County, North Dakota"
27,099,"Mower County, Minnesota"
21,177,"Muhlenberg County, Kentucky"
41,051,"Multnomah County, Oregon"
13,213,"Murray County, Georgia"
27,101,"Murray County, Minnesota"
40,099,"Murray County, Oklahoma"
19,139,"Muscatine County, Iowa"
13,215,"Muscogee County, Georgia"
26,121,"Muskegon County, Michigan"
39,119,"Muskingum County, Ohio"
40,101,"Muskogee County, Oklahoma"
30,065,"Musselshell County, Montana"
48,347,"Nacogdoches County, Texas"
72,103,"Naguabo Municipio, Puerto Rico"
31,125,"Nance County, Nebraska"
25,019,"Nantucket County, Massachusetts"
06,055,"Napa County, California"
72,105,"Naranjito Municipio, Puerto Rico"
37,127,"Nash County, North Carolina"
12,089,"Nassau County, Florida"
36,059,"Nassau County, New York"
22,069,"Natchitoches Parish, Louisiana"
56,025,"Natrona County, Wyoming"
04,017,"Navajo County, Arizona"
48,349,"Navarro County, Texas"
21,179,"Nelson County, Kentucky"
38,063,"Nelson County, North Dakota"
51,125,"Nelson County, Virginia"
20,131,"Nemaha County, Kansas"
31,127,"Nemaha County, Nebraska"
20,133,"Neosho County, Kansas"
28,099,"Neshoba County, Mississippi"
20,135,"Ness County, Kansas"
05,099,"Nevada County, Arkansas"
06,057,"Nevada County, California"
10,003,"New Castle County, Delaware"
37,129,"New Hanover County, North Carolina"
09,009,"New Haven County, Connecticut"
51,127,"New Kent County, Virginia"
09,011,"New London County, Connecticut"
29,143,"New Madrid County, Missouri"
36,061,"New York County, New York"
26,123,"Newaygo County, Michigan"
45,071,"Newberry County, South Carolina"
44,005,"Newport County, Rhode Island"
51,700,"Newport News city, Virginia"
05,101,"Newton County, Arkansas"
13,217,"Newton County, Georgia"
18,111,"Newton County, Indiana"
28,101,"Newton County, Mississippi"
29,145,"Newton County, Missouri"
48,351,"Newton County, Texas"
16,069,"Nez Perce County, Idaho"
36,063,"Niagara County, New York"
21,181,"Nicholas County, Kentucky"
54,067,"Nicholas County, West Virginia"
27,103,"Nicollet County, Minnesota"
56,027,"Niobrara County, Wyoming"
18,113,"Noble County, Indiana"
39,121,"Noble County, Ohio"
40,103,"Noble County, Oklahoma"
27,105,"Nobles County, Minnesota"
29,147,"Nodaway County, Missouri"
48,353,"Nolan County, Texas"
02,180,"Nome Census Area, Alaska"
25,021,"Norfolk County, Massachusetts"
51,710,"Norfolk city, Virginia"
27,107,"Norman County, Minnesota"
02,185,"North Slope Borough, Alaska"
37,131,"Northampton County, North Carolina"
42,095,"Northampton County, Pennsylvania"
51,131,"Northampton County, Virginia"
42,097,"Northumberland County, Pennsylvania"
51,133,"Northumberland County, Virginia"
02,188,"Northwest Arctic Borough, Alaska"
20,137,"Norton County, Kansas"
51,720,"Norton city, Virginia"
51,135,"Nottoway County, Virginia"
40,105,"Nowata County, Oklahoma"
28,103,"Noxubee County, Mississippi"
31,129,"Nuckolls County, Nebraska"
48,355,"Nueces County, Texas"
32,023,"Nye County, Nevada"
19,141,"O'Brien County, Iowa"
26,125,"Oakland County, Michigan"
47,131,"Obion County, Tennessee"
34,029,"Ocean County, New Jersey"
26,127,"Oceana County, Michigan"
48,357,"Ochiltree County, Texas"
13,219,"Oconee County, Georgia"
45,073,"Oconee County, South Carolina"
55,083,"Oconto County, Wisconsin"
26,129,"Ogemaw County, Michigan"
46,102,"Oglala Lakota County, South Dakota"
17,141,"Ogle County, Illinois"
13,221,"Oglethorpe County, Georgia"
18,115,"Ohio County, Indiana"
21,183,"Ohio County, Kentucky"
54,069,"Ohio County, West Virginia"
12,091,"Okaloosa County, Florida"
53,047,"Okanogan County, Washington"
12,093,"Okeechobee County, Florida"
40,107,"Okfuskee County, Oklahoma"
40,109,"Oklahoma County, Oklahoma"
40,111,"Okmulgee County, Oklahoma"
28,105,"Oktibbeha County, Mississippi"
21,185,"Oldham County, Kentucky"
48,359,"Oldham County, Texas"
38,065,"Oliver County, North Dakota"
27,109,"Olmsted County, Minnesota"
16,071,"Oneida County, Idaho"
36,065,"Oneida County, New York"
55,085,"Oneida County, Wisconsin"
36,067,"Onondaga County, New York"
37,133,"Onslow County, North Carolina"
36,069,"Ontario County, New York"
26,131,"Ontonagon County, Michigan"
06,059,"Orange County, California"
12,095,"Orange County, Florida"
18,117,"Orange County, Indiana"
36,071,"Orange County, New York"
37,135,"Orange County, North Carolina"
48,361,"Orange County, Texas"
50,017,"Orange County, Vermont"
51,137,"Orange County, Virginia"
45,075,"Orangeburg County, South Carolina"
29,149,"Oregon County, Missouri"
36,073,"Orleans County, New York"
50,019,"Orleans County, Vermont"
22,071,"Orleans Parish, Louisiana"
72,107,"Orocovis Municipio, Puerto Rico"
20,139,"Osage County, Kansas"
29,151,"Osage County, Missouri"
40,113,"Osage County, Oklahoma"
20,141,"Osborne County, Kansas"
12,097,"Osceola County, Florida"
19,143,"Osceola County, Iowa"
26,133,"Osceola County, Michigan"
26,135,"Oscoda County, Michigan"
36,075,"Oswego County, New York"
08,089,"Otero County, Colorado"
35,035,"Otero County, New Mexico"
31,131,"Otoe County, Nebraska"
26,137,"Otsego County, Michigan"
36,077,"Otsego County, New York"
20,143,"Ottawa County, Kansas"
26,139,"Ottawa County, Michigan"
39,123,"Ottawa County, Ohio"
40,115,"Ottawa County, Oklahoma"
27,111,"Otter Tail County, Minnesota"
05,103,"Ouachita County, Arkansas"
22,073,"Ouachita Parish, Louisiana"
08,091,"Ouray County, Colorado"
55,087,"Outagamie County, Wisconsin"
47,133,"Overton County, Tennessee"
18,119,"Owen County, Indiana"
21,187,"Owen County, Kentucky"
21,189,"Owsley County, Kentucky"
16,073,"Owyhee County, Idaho"
23,017,"Oxford County, Maine"
29,153,"Ozark County, Missouri"
55,089,"Ozaukee County, Wisconsin"
53,049,"Pacific County, Washington"
19,145,"Page County, Iowa"
51,139,"Page County, Virginia"
12,099,"Palm Beach County, Florida"
19,147,"Palo Alto County, Iowa"
48,363,"Palo Pinto County, Texas"
37,137,"Pamlico County, North Carolina"
28,107,"Panola County, Mississippi"
48,365,"Panola County, Texas"
08,093,"Park County, Colorado"
30,067,"Park County, Montana"
56,029,"Park County, Wyoming"
18,121,"Parke County, Indiana"
48,367,"Parker County, Texas"
48,369,"Parmer County, Texas"
12,101,"Pasco County, Florida"
37,139,"Pasquotank County, North Carolina"
34,031,"Passaic County, New Jersey"
72,109,"Patillas Municipio, Puerto Rico"
51,141,"Patrick County, Virginia"
13,223,"Paulding County, Georgia"
39,125,"Paulding County, Ohio"
20,145,"Pawnee County, Kansas"
31,133,"Pawnee County, Nebraska"
40,117,"Pawnee County, Oklahoma"
16,075,"Payette County, Idaho"
40,119,"Payne County, Oklahoma"
13,225,"Peach County, Georgia"
28,109,"Pearl River County, Mississippi"
48,371,"Pecos County, Texas"
38,067,"Pembina County, North Dakota"
29,155,"Pemiscot County, Missouri"
53,051,"Pend Oreille County, Washington"
37,141,"Pender County, North Carolina"
21,191,"Pendleton County, Kentucky"
54,071,"Pendleton County, West Virginia"
27,113,"Pennington County, Minnesota"
46,103,"Pennington County, South Dakota"
23,019,"Penobscot County, Maine"
17,143,"Peoria County, Illinois"
55,091,"Pepin County, Wisconsin"
31,135,"Perkins County, Nebraska"
46,105,"Perkins County, South Dakota"
37,143,"Perquimans County, North Carolina"
01,105,"Perry County, Alabama"
05,105,"Perry County, Arkansas"
17,145,"Perry County, Illinois"
18,123,"Perry County, Indiana"
21,193,"Perry County, Kentucky"
28,111,"Perry County, Mississippi"
29,157,"Perry County, Missouri"
39,127,"Perry County, Ohio"
42,099,"Perry County, Pennsylvania"
47,135,"Perry County, Tennessee"
32,027,"Pershing County, Nevada"
37,145,"Person County, North Carolina"
02,195,"Petersburg Borough, Alaska"
51,730,"Petersburg city, Virginia"
30,069,"Petroleum County, Montana"
29,159,"Pettis County, Missouri"
72,111,"Peñuelas Municipio, Puerto Rico"
29,161,"Phelps County, Missouri"
31,137,"Phelps County, Nebraska"
42,101,"Philadelphia County, Pennsylvania"
05,107,"Phillips County, Arkansas"
08,095,"Phillips County, Colorado"
20,147,"Phillips County, Kansas"
30,071,"Phillips County, Montana"
17,147,"Piatt County, Illinois"
39,129,"Pickaway County, Ohio"
01,107,"Pickens County, Alabama"
13,227,"Pickens County, Georgia"
45,077,"Pickens County, South Carolina"
47,137,"Pickett County, Tennessee"
13,229,"Pierce County, Georgia"
31,139,"Pierce County, Nebraska"
38,069,"Pierce County, North Dakota"
53,053,"Pierce County, Washington"
55,093,"Pierce County, Wisconsin"
01,109,"Pike County, Alabama"
05,109,"Pike County, Arkansas"
13,231,"Pike County, Georgia"
17,149,"Pike County, Illinois"
18,125,"Pike County, Indiana"
21,195,"Pike County, Kentucky"
28,113,"Pike County, Mississippi"
29,163,"Pike County, Missouri"
39,131,"Pike County, Ohio"
42,103,"Pike County, Pennsylvania"
04,019,"Pima County, Arizona"
04,021,"Pinal County, Arizona"
27,115,"Pine County, Minnesota"
12,103,"Pinellas County, Florida"
27,117,"Pipestone County, Minnesota"
23,021,"Piscataquis County, Maine"
08,097,"Pitkin County, Colorado"
37,147,"Pitt County, North Carolina"
40,121,"Pittsburg County, Oklahoma"
51,143,"Pittsylvania County, Virginia"
49,031,"Piute County, Utah"
06,061,"Placer County, California"
22,075,"Plaquemines Parish, Louisiana"
29,165,"Platte County, Missouri"
31,141,"Platte County, Nebraska"
56,031,"Platte County, Wyoming"
54,073,"Pleasants County, West Virginia"
06,063,"Plumas County, California"
19,149,"Plymouth County, Iowa"
25,023,"Plymouth County, Massachusetts"
19,151,"Pocahontas County, Iowa"
54,075,"Pocahontas County, West Virginia"
05,111,"Poinsett County, Arkansas"
22,077,"Pointe Coupee Parish, Louisiana"
05,113,"Polk County, Arkansas"
12,105,"Polk County, Florida"
13,233,"Polk County, Georgia"
19,153,"Polk County, Iowa"
27,119,"Polk County, Minnesota"
29,167,"Polk County, Missouri"
31,143,"Polk County, Nebraska"
37,149,"Polk County, North Carolina"
41,053,"Polk County, Oregon"
47,139,"Polk County, Tennessee"
48,373,"Polk County, Texas"
55,095,"Polk County, Wisconsin"
72,113,"Ponce Municipio, Puerto Rico"
30,073,"Pondera County, Montana"
28,115,"Pontotoc County, Mississippi"
40,123,"Pontotoc County, Oklahoma"
05,115,"Pope County, Arkansas"
17,151,"Pope County, Illinois"
27,121,"Pope County, Minnesota"
51,735,"Poquoson city, Virginia"
39,133,"Portage County, Ohio"
55,097,"Portage County, Wisconsin"
18,127,"Porter County, Indiana"
51,740,"Portsmouth city, Virginia"
18,129,"Posey County, Indiana"
20,149,"Pottawatomie County, Kansas"
40,125,"Pottawatomie County, Oklahoma"
19,155,"Pottawattamie County, Iowa"
42,105,"Potter County, Pennsylvania"
46,107,"Potter County, South Dakota"
48,375,"Potter County, Texas"
30,075,"Powder River County, Montana"
